index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
6,1094,bonum,noun,bonum,bon,csubj,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'num']",[bɔn̪ũː],4,\N,P2
7,1094,eoque,determiner,isqui,e,det,8,"{Case: [ablative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['e', 'o', 'que']",[ɛ̣jɔkʷɛ],4,\N,P2
8,1094,modo,noun,modus,modo,obl,6,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mo', 'do']",[mɔd̪ɔ],4,\N,P2
9,1094,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,4,\N,P2
10,1094,cum,subordinating_conjunction,cum,cum,mark,12,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː],4,\N,P2
11,1094,beatitudo,noun,beatitudo,beatitud,nsubj:pass,12,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['be', 'a', 'ti', 'tu', 'do']",[bɛ̣jat̪ɪt̪ʊd̪ɔ],4,\N,P2
12,1094,petitur,verb,peto,peti,advcl,6,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'ti', 'tur']",[pɛt̪ɪt̪ʊr],4,\N,P2
13,1094,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,4,\N,P2
14,1094,ab,adposition,ab,ab,case,15,\N,"{F: [pos], N: [neg], V: [neg]}",['ab'],[ab],4,\N,P2
15,1094,omnibus,determiner,omnis,omn,obl:agent,16,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_i], Number: [plural], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'ni', 'bus']",[ɔmn̪ɪbʊs],4,\N,P2
16,1094,desiderari,verb,desidero,desiderar,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['de', 'si', 'de', 'ra', 'ri']",[d̪ɛsɪd̪ɛrarɪ],4,\N,P2
17,1094,bonum,noun,bonum,bon,nsubj:pass,16,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'num']",[bɔn̪ũː],4,\N,P2
18,1094,?,punctuation,?,?,punct,0,\N,\N,['?'],\N,4,\N,P2
0,1095,--,verb,-o,--,obl,3,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1095,minime,adverb,parue,minim,advmod,3,{Degree: [absolute_superlative]},"{F: [neg], N: [pos], V: [pos]}","['mi', 'ni', 'me']",[mɪn̪ɪmɛ],4,\N,P2
2,1095,",",punctuation,",",",",punct,3,\N,\N,"[',']",\N,4,\N,P2
3,1095,inquam,verb,inquam,inqu,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'quam']",[ɪŋkʷãː],4,\N,P2
4,1095,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N,4,\N,P2
5,1095,recordor,verb,recordor,recordo,ccomp,3,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'cor', 'dor']",[rɛkɔrd̪ɔr],4,\N,P2
6,1095,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N,4,\N,P2
7,1095,quoniam,subordinating_conjunction,quoniam,quoniam,mark,11,{<class 'NoneType'>: [None]},{F: [pos]},"['quo', 'ni', 'am']",[kʷɔn̪ɪ̣jãː],4,\N,P2
8,1095,id,pronoun,is,id,obj,11,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], Person: [third], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['id'],[ɪd̪],4,\N,P2
9,1095,memoriae,noun,memoria,memori,nmod,8,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['me', 'mo', 'ri', 'ae']",[mɛmɔrɪ̣jaj],4,\N,P2
10,1095,fixum,verb,figo,fix,ccomp,11,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['fi', 'xum']",[fɪksũː],4,\N,P2
11,1095,teneo,verb,teneo,tene,advcl,5,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['te', 'ne', 'o']",[t̪ɛn̪ɛ̣jɔ],4,\N,P2
12,1095,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,4,\N,P2
0,1096,--,verb,-o,--,obl,13,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1096,omnes,determiner,omnis,omn,det,3,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'nes']",[ɔmn̪ɛs],4,\N,P2
2,1096,igitur,particle,igitur,igitur,discourse,13,\N,{F: [pos]},"['i', 'gi', 'tur']",[ɪgɪt̪ʊr],4,\N,P2
3,1096,homines,noun,homo,homin,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'mi', 'nes']",[hɔmɪn̪ɛs],4,\N,P2
4,1096,boni,noun,bonum,bon,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'ni']",[bɔn̪ɪ],4,\N,P2
5,1096,pariter,adverb,pariter,parite,advmod,12,\N,"{F: [neg], N: [pos], V: [pos]}","['pa', 'ri', 'ter']",[parɪt̪ɛr],4,\N,P2
6,1096,ac,coordinating_conjunction,atque,ac,cc,7,\N,{F: [pos]},['ac'],[ak],4,\N,P2
7,1096,mali,noun,malum,mal,conj,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'li']",[malɪ],4,\N,P2
8,1096,indiscreta,adjective,indiscretus,indiscret,amod,9,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'dis', 'cre', 'ta']",[ɪn̪d̪ɪskrɛt̪a],4,\N,P2
9,1096,intentione,noun,intentio,intention,obl,12,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'ten', 'ti', 'o', 'ne']",[ɪn̪t̪ɛn̪t̪ɪ̣jɔn̪ɛ],4,\N,P2
10,1096,ad,adposition,ad,ad,case,11,\N,"{F: [pos], N: [neg], V: [neg]}",['ad'],[ad̪],4,\N,P2
11,1096,bonum,noun,bonum,bon,obl:arg,12,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'num']",[bɔn̪ũː],4,\N,P2
12,1096,peruenire,verb,peruenio,peruenir,xcomp,13,"{Aspect: [imperfective], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'ru', 'e', 'ni', 're']",[pɛrʊjɛn̪ɪrɛ],4,\N,P2
13,1096,nituntur,verb,nitor,niti,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ni', 'tun', 'tur']",[n̪ɪt̪ʊn̪t̪ʊr],4,\N,P2
14,1096,?,punctuation,?,?,punct,13,\N,\N,['?'],\N,4,\N,P2
0,1097,--,verb,-o,--,obl,5,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1097,ita,adverb,ita,ita,advmod,5,\N,"{F: [neg], N: [pos], V: [pos]}","['i', 'ta']",[ɪt̪a],4,\N,P2
2,1097,",",punctuation,",",",",punct,1,\N,\N,"[',']",\N,4,\N,P2
3,1097,inquam,verb,inquam,inqu,advcl,5,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'quam']",[ɪŋkʷãː],4,\N,P2
4,1097,",",punctuation,",",",",punct,3,\N,\N,"[',']",\N,4,\N,P2
5,1097,consequens,verb,consequor,conseque,root,-1,"{Aspect: [imperfective], Case: [nominative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'se', 'quens']",[kɔːn̪sɛkʷeːn̪s],4,\N,P2
6,1097,est,auxiliary,sum,est,aux,5,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],4,\N,P2
7,1097,.,punctuation,.,.,punct,5,\N,\N,['.'],\N,4,\N,P2
0,1098,--,verb,-o,--,obl,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1098,sed,coordinating_conjunction,sed,sed,cc,2,\N,{F: [pos]},['sed'],[sɛd̪],4,\N,P2
2,1098,certum,adjective,certus,cert,root,-1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['cer', 'tum']",[kɛrt̪ũː],4,\N,P2
3,1098,adeptione,noun,adeptio,adeption,obl,6,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'dep', 'ti', 'o', 'ne']",[ad̪ɛpt̪ɪ̣jɔn̪ɛ],4,\N,P2
4,1098,boni,noun,bonum,bon,nmod,3,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'ni']",[bɔn̪ɪ],4,\N,P2
5,1098,bonos,adjective,bonus,bon,xcomp,6,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['bo', 'nos']",[bɔn̪ɔs],4,\N,P2
6,1098,fieri,verb,fio,fier,csubj,2,"{Aspect: [imperfective], InflClass: [lat_i], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['fi', 'e', 'ri']",[fɪ̣jɛrɪ],4,\N,P2
7,1098,?,punctuation,?,?,punct,2,\N,\N,['?'],\N,4,\N,P2
0,1099,--,verb,-o,--,obl,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1099,certum,adjective,certus,cert,root,-1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['cer', 'tum']",[kɛrt̪ũː],4,\N,P2
2,1099,.,punctuation,.,.,punct,1,\N,\N,['.'],\N,4,\N,P2
0,1100,--,verb,-o,--,obl,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1100,adipiscuntur,verb,adipiscor,adipisci,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['a', 'di', 'pis', 'cun', 'tur']",[ad̪ɪpɪskʊn̪t̪ʊr],4,\N,P2
2,1100,igitur,particle,igitur,igitur,discourse,1,\N,{F: [pos]},"['i', 'gi', 'tur']",[ɪgɪt̪ʊr],4,\N,P2
3,1100,boni,noun,bonum,bon,nsubj,1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'ni']",[bɔn̪ɪ],4,\N,P2
4,1100,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N,4,\N,P2
5,1100,quod,subordinating_conjunction,quod,quod,mark,6,\N,{F: [pos]},['quod'],[kʷɔd̪],4,\N,P2
6,1100,appetunt,verb,appeto,appetu,ccomp,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ap', 'pe', 'tunt']",[appɛt̪ʊn̪t̪],4,\N,P2
7,1100,?,punctuation,?,?,punct,1,\N,\N,['?'],\N,4,\N,P2
0,1101,--,verb,-o,--,obl,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1101,sic,adverb,sic,sic,advmod,2,\N,"{F: [neg], N: [pos], V: [pos]}",['sic'],[sɪk],4,\N,P2
2,1101,uidetur,verb,uideo,uide,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['u', 'i', 'de', 'tur']",[wɪd̪ɛt̪ʊr],4,\N,P2
3,1101,.,punctuation,.,.,punct,2,\N,\N,['.'],\N,4,\N,P2
0,1102,--,verb,-o,--,obl,13,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1102,mali,noun,malum,mal,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'li']",[malɪ],4,\N,P2
2,1102,uero,adverb,uero,uero,discourse,13,\N,"{F: [neg], N: [pos], V: [pos]}","['u', 'e', 'ro']",[wɛrɔ],4,\N,P2
3,1102,si,subordinating_conjunction,si,si,mark,4,\N,{F: [pos]},['si'],[sɪ],4,\N,P2
4,1102,adipiscerentur,verb,adipiscor,adipiscere,advcl,13,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['a', 'di', 'pis', 'ce', 'ren', 'tur']",[ad̪ɪpɪskɛrɛn̪t̪ʊr],4,\N,P2
5,1102,quod,subordinating_conjunction,quod,quod,mark,6,\N,{F: [pos]},['quod'],[kʷɔd̪],4,\N,P2
6,1102,appetunt,verb,appeto,appetu,csubj:pass,4,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ap', 'pe', 'tunt']",[appɛt̪ʊn̪t̪],4,\N,P2
7,1102,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N,4,\N,P2
8,1102,bonum,noun,bonum,bon,obj,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'num']",[bɔn̪ũː],4,\N,P2
9,1102,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N,4,\N,P2
10,1102,mali,noun,malum,mal,xcomp,13,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'li']",[malɪ],4,\N,P2
11,1102,esse,auxiliary,sum,ess,cop,10,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['es', 'se']",[ɛssɛ],4,\N,P2
12,1102,non,particle,non,non,advmod:neg,13,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],4,\N,P2
13,1102,possent,verb,possum,posse,root,-1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pos', 'sent']",[pɔssɛn̪t̪],4,\N,P2
14,1102,.,punctuation,.,.,punct,13,\N,\N,['.'],\N,4,\N,P2
0,1103,--,verb,-o,--,obl,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1103,ita,adverb,ita,ita,root,-1,\N,"{F: [neg], N: [pos], V: [pos]}","['i', 'ta']",[ɪt̪a],4,\N,P2
2,1103,est,auxiliary,sum,est,cop,1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],4,\N,P2
3,1103,.,punctuation,.,.,punct,1,\N,\N,['.'],\N,4,\N,P2
0,1104,--,verb,-o,--,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1104,cum,subordinating_conjunction,cum,cum,mark,5,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː],4,\N,P2
2,1104,igitur,particle,igitur,igitur,discourse,5,\N,{F: [pos]},"['i', 'gi', 'tur']",[ɪgɪt̪ʊr],4,\N,P2
3,1104,utrique,determiner,uterque,utr,obl:arg,5,"{Case: [dative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [contrastive]}","{F: [pos], N: [pos], V: [neg]}","['u', 'tri', 'que']",[ʊt̪rɪkʷɛ],4,\N,P2
4,1104,bonum,noun,bonum,bon,obj,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'num']",[bɔn̪ũː],4,\N,P2
5,1104,petant,verb,peto,peta,advcl,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'tant']",[pɛt̪an̪t̪],4,\N,P2
6,1104,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,4,\N,P2
7,1104,sed,coordinating_conjunction,sed,sed,cc,10,\N,{F: [pos]},['sed'],[sɛd̪],4,\N,P2
8,1104,hi,determiner,hic,h,nsubj,10,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hi'],[hɪ],4,\N,P2
9,1104,quidem,particle,quidem,quidem,discourse,10,\N,{F: [pos]},"['qui', 'dem']",[kʷɪd̪ẽː],4,\N,P2
10,1104,adipiscantur,verb,adipiscor,adipisca,conj,5,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['a', 'di', 'pis', 'can', 'tur']",[ad̪ɪpɪskan̪t̪ʊr],4,\N,P2
11,1104,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,4,\N,P2
12,1104,illi,determiner,ille,ill,conj,10,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'li']",[ɪɫlɪ],4,\N,P2
13,1104,uero,adverb,uero,uero,orphan,12,\N,"{F: [neg], N: [pos], V: [pos]}","['u', 'e', 'ro']",[wɛrɔ],4,\N,P2
14,1104,minime,adverb,parue,minim,orphan,12,{Degree: [absolute_superlative]},"{F: [neg], N: [pos], V: [pos]}","['mi', 'ni', 'me']",[mɪn̪ɪmɛ],4,\N,P2
15,1104,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N,4,\N,P2
16,1104,num,subordinating_conjunction,num,n,mark,17,\N,{F: [pos]},['num'],[n̪ũː],4,\N,P2
17,1104,dubium,adjective,dubius,dubi,conj,5,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['du', 'bi', 'um']",[d̪ʊbɪ̣jũː],4,\N,P2
18,1104,est,auxiliary,sum,est,cop,17,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],4,\N,P2
19,1104,bonos,adjective,bonus,bon,nsubj,21,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['bo', 'nos']",[bɔn̪ɔs],4,\N,P2
20,1104,quidem,particle,quidem,quidem,discourse,21,\N,{F: [pos]},"['qui', 'dem']",[kʷɪd̪ẽː],4,\N,P2
21,1104,potentes,verb,possum,potent,csubj,17,"{Aspect: [imperfective], Case: [accusative], Gender: [masculine], InflClass: [lat_anom, nominal], Number: [plural], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['po', 'ten', 'tes']",[pɔt̪ɛn̪t̪ɛs],4,\N,P2
22,1104,esse,auxiliary,sum,ess,aux,21,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['es', 'se']",[ɛssɛ],4,\N,P2
23,1104,",",punctuation,",",",",punct,28,\N,\N,"[',']",\N,4,\N,P2
24,1104,qui,pronoun,qui,qui,nsubj,28,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['qui'],[kʷɪ],4,\N,P2
25,1104,uero,adverb,uero,uero,discourse,28,\N,"{F: [neg], N: [pos], V: [pos]}","['u', 'e', 'ro']",[wɛrɔ],4,\N,P2
26,1104,mali,noun,malum,mal,nsubj,28,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'li']",[malɪ],4,\N,P2
27,1104,sint,auxiliary,sum,si,cop,28,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['sint'],[sɪn̪t̪],4,\N,P2
28,1104,imbecilles,adjective,imbecillis,imbecill,acl:relcl,21,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['im', 'be', 'cil', 'les']",[ɪmbɛkɪɫlɛs],4,\N,P2
29,1104,?,punctuation,?,?,punct,0,\N,\N,['?'],\N,4,\N,P2
0,1105,--,verb,-o,--,obl,5,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['--'],[--],4,\N,P2
1,1105,quisquis,determiner,quisquis,quisquis,nsubj,3,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['quis', 'quis']",[kʷɪskʷɪs],4,\N,P2
2,1105,",",punctuation,",",",",punct,1,\N,\N,"[',']",\N,4,\N,P2
3,1105,inquam,verb,inquam,inqu,advcl,5,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'quam']",[ɪŋkʷãː],4,\N,P2
4,1105,",",punctuation,",",",",punct,3,\N,\N,"[',']",\N,4,\N,P2
5,1105,dubitat,verb,dubito,dubita,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['du', 'bi', 'tat']",[d̪ʊbɪt̪at̪],4,\N,P2
